CostVariables,,,,,,,,,,,
StaffCostHour,20,,,,,,,,,,
FixedCostsCar,0,,,,,,,,,,
FixedCostsPt,11.8,,,,,,,,,,
CarCostsP_km,0.34,(0.56 p/mile),,,,,,,,,
JourneyData,,,,,,,,,,,
From,x,y,To,x,y,CarEm,CarTime,PtEm,PtTime,WalkDist,carDist
SE12 9QB,51.435783,0.026763,SE22 8RP,51.457684,-0.077003,6.717988706,26.06915108,4.668319792,72,-1,10.29731467
SE12 9QB,51.435783,0.026763,E6 9SN,51.532761,0.055219,8.733385317,41.7668869,11.67866406,137,-1,16.49792033
SE16 7PF,51.496001,-0.039446,W1S 2HU,51.512255,-0.141361,11.75648024,24.42431638,4.46106133,48,-1,9.647604968
W5 5RN,51.50431,-0.304247,SE28 8LW,51.508975,0.117888,31.57454692,91.53962773,16.69491304,111,-1,36.15815295
SE12 9QB,51.435783,0.026763,E6 9SY,51.532761,0.055219,8.733385317,41.7668869,11.67866406,137,-1,16.49792033
SW1H 9HP,51.501001,-0.130911,E11 1DZ,51.569612,-0.003582,11.08468136,38.94427442,8.903917613,60,-1,15.38298839
SE25 4XL,51.399524,-0.07999,W5 5TL,51.511651,-0.312549,18.47446894,65.00023329,11.39549436,90,-1,25.67509215
SE25 4XL,51.399524,-0.07999,E6 6AQ,51.525592,0.063488,16.12317289,57.30148976,13.77393143,165,-1,22.63408845
SE12 9QB,51.435783,0.026763,E6 9ST,51.532761,0.055219,8.733385317,41.7668869,10.39529835,86,-1,16.49792033
SE12 9QB,51.435783,0.026763,E6 9TA,51.532761,0.055219,8.733385317,41.7668869,11.67866406,137,-1,16.49792033
E6 9SN,51.532761,0.055219,E6 9ST,51.532761,0.055219,0.335899435,0,0,0,-1,0
SE15 2UJ,51.475983,-0.062179,NW4 2DH,51.586223,-0.221172,13.77187685,50.14559939,8.976643878,84,-1,19.80751176
W6 9RW,51.488684,-0.22657,SE21 8BX,51.431052,-0.089875,11.75648024,38.63273449,9.533579935,105,-1,15.25993012
SE17 1TS,51.490383,-0.084199,HA1 9GF,51.585237,-0.329686,19.48216725,64.61620161,11.3878464,80,-1,25.52339963
SE13 6TZ,51.446221,-0.004004,NW4 3SA,51.578178,-0.232051,16.79497176,64.02878707,10.36655377,92,-1,25.29137089
SE2 0EF,51.498497,0.10445,SE13 7TW,51.465336,-0.021253,9.069284753,28.11282224,4.47674353,60,-1,11.10456479
W3 7TB,51.558951,-0.19246,E18 2JF,51.593824,0.01827,11.08468136,56.16335671,12.59728275,83,-1,22.1845259
SE13 6TZ,51.446221,-0.004004,SW9 6LW,51.472675,-0.1124,8.397485882,29.03624335,7.192810186,85,-1,11.46931612
SE12 8SS,51.455336,0.012558,SE9 2LL,51.446535,0.08289,4.030793223,16.82007536,2.073609868,50,-1,6.643929769
NW4 3SA,51.578178,-0.232051,SE12 8SS,51.455336,0.012558,17.80267007,64.69837893,10.13200301,83,-1,25.55585968
E18 2DB,51.584378,0.016379,SE25 4XL,51.399524,-0.07999,18.81036838,71.90875452,14.84874625,128,-1,28.40395803
E6 9SN,51.532761,0.055219,E6 9SP,51.532761,0.055219,0.335899435,0,0,0,-1,0
SE25 4TY,51.401113,-0.067804,NW4 3DE,51.581401,-0.228173,20.15396612,69.91516413,12.9872087,86,-1,27.61648983
W1H 7JB,51.514839,-0.158666,E7 8DT,51.544112,0.034429,14.10777628,43.31753954,6.446665713,64,-1,17.11042812
SE16 5QU,51.504227,-0.048517,SE24 0EF,51.454033,-0.104576,6.046189835,23.58247611,4.422292762,53,-1,9.315078065
W3 7JU,51.508973,-0.250654,SW1H 9EU,51.499117,-0.136824,12.42827911,26.88841247,5.228156595,62,-1,10.62092293
SE25 4TY,51.401113,-0.067804,NW4 3DH,51.580454,-0.227401,19.81806668,69.5421307,12.9872087,87,-1,27.46914162
SE14 5TJ,51.469307,-0.046235,W1H 7JB,51.514839,-0.158666,10.74878193,27.90602327,4.792734915,59,-1,11.02287919
SE4 1YB,51.465709,-0.026866,IG11 0RD,51.529397,0.108902,12.09237967,42.54882544,10.79733078,140,-1,16.80678605
SE26 6HP,51.426178,-0.061956,E18 2JF,51.593824,0.01827,16.79497176,64.82285509,12.45857858,116,-1,25.60502776
SE1 1GE,51.503839,-0.092121,W1U 4ED,51.518776,-0.153376,10.07698306,16.73927527,1.855410106,46,-1,6.61201373
SE28 8LW,51.508975,0.117888,SE7 8NE,51.491891,0.035502,7.389787576,20.42427315,3.290260803,61,-1,8.067587894
SE1 2SS,51.506106,-0.087199,SE14 5TJ,51.469307,-0.046235,4.030793223,15.47145201,1.474253175,46,-1,6.111223544
E6 9SP,51.532761,0.055219,SE19 3NF,51.422435,-0.105294,17.46677063,57.74725914,10.16149308,89,-1,22.81016736
SE16 7PF,51.496001,-0.039446,SE12 8BP,51.451997,0.026286,7.053888141,21.5157959,3.579616746,54,-1,8.498739382
SW17 0JZ,51.43594,-0.184673,NW6 3AA,51.541873,-0.190584,12.76417854,38.60282579,9.1980476,78,-1,15.24811619
SE25 4XL,51.399524,-0.07999,W5 5RN,51.50431,-0.304247,17.1308712,61.75397006,10.4469163,82,-1,24.39281817
SE25 4XL,51.399524,-0.07999,W5 5SA,51.51217,-0.309259,18.13856951,64.30234233,13.30738621,84,-1,25.39942522
W5 5SA,51.51217,-0.309259,SE1 2SS,51.506106,-0.087199,17.80267007,47.50090215,7.840054618,56,-1,18.76285635
W1J 5HQ,51.507122,-0.146599,NW6 2QT,51.546726,-0.199738,4.030793223,16.57120693,2.938718815,48,-1,6.545626736
SE8 4HZ,51.471391,-0.024115,SE19 3DX,51.414883,-0.094835,7.053888141,24.59799218,4.730769302,64,-1,9.716206911
SE13 6TZ,51.446221,-0.004004,NW4 3UA,51.575986,-0.233983,17.1308712,64.62311193,77.33881103,64,-1,25.52612921
SE22 8RP,51.457684,-0.077003,SE3 7DF,51.475516,0.022994,10.74878193,22.57315085,3.820383378,67,-1,8.916394587
SE12 9ET,51.44304,0.020551,SW12 8LH,51.445845,-0.159572,10.07698306,38.36506184,9.885225584,104,-1,15.15419942
E6 9SY,51.532761,0.055219,SE15 2UJ,51.475983,-0.062179,7.389787576,32.92914521,8.737333115,100,-1,13.00701236
W3 7JU,51.508973,-0.250654,SW1H 9HP,51.501001,-0.130911,14.10777628,28.17962924,5.138072717,57,-1,11.13095355
W1T 3QG,51.51701,-0.137794,SE24 0EF,51.454033,-0.104576,12.76417854,23.42444821,3.092225549,57,-1,9.252657042
W2 1EB,51.566901,-0.209532,SM5 4PB,51.350379,-0.170508,24.18475934,77.5854468,12.32638892,119,-1,30.64625149
SE12 8PB,51.454711,0.005953,SE19 2QJ,51.411828,-0.084536,10.41288249,27.44133396,3.810471645,102,-1,10.83932691
SM5 4PB,51.350379,-0.170508,SE6 3TJ,51.434954,-0.023113,11.4205808,44.60956491,6.412987467,119,-1,17.62077814
SE20 8LB,51.411851,-0.059126,E6 2PX,51.531854,0.064319,15.45137402,52.85131049,6.610947243,76,-1,20.87626764
SE26 6HP,51.426178,-0.061956,SE15 4DA,51.462937,-0.077042,5.038491529,12.17788569,2.226179878,50,-1,4.810264848
SE12 8SS,51.455336,0.012558,SW11 4LG,51.475275,-0.150842,10.41288249,36.58764311,11.92735136,99,-1,14.45211903
SE9 2LL,51.446535,0.08289,HA1 9GF,51.585237,-0.329686,25.52835708,99.15199327,16.4115652,105,-1,39.16503734
NW4 2DT,51.586693,-0.220157,W1T 3QG,51.51701,-0.137794,7.053888141,28.85467508,5.348909032,53,-1,11.39759666
SE6 1ES,51.439774,-0.0104,SE12 0JQ,51.441768,0.01871,2.687195482,7.285418232,0.702870326,33,-1,2.877740202
SE14 6EB,51.481142,-0.035014,E6 9SN,51.532761,0.055219,7.725687012,30.5189642,8.195070689,89,-1,12.05499086
BR1 1BQ,51.408139,0.015834,SE9 5DL,51.450285,0.055917,4.366692659,18.1981244,2.962479456,59,-1,7.188259137
SE23 3NA,51.445051,-0.052005,W1U 4ED,51.518776,-0.153376,16.12317289,38.29027003,6.997325376,81,-1,15.12465666
SE4 1YB,51.465709,-0.026866,SE7 8NE,51.491891,0.035502,8.061586447,18.65574468,1.678795771,65,-1,7.369019147
SW12 8LH,51.445845,-0.159572,SE23 3NA,51.445051,-0.052005,6.38208927,24.02502093,5.970547049,74,-1,9.489883266
NW6 2QT,51.546726,-0.199738,SW1P 4PX,51.489465,-0.130389,6.046189835,22.12657186,5.110517523,39,-1,8.739995884
SE18 7BZ,51.490921,0.071372,SE26 6HP,51.426178,-0.061956,14.44367572,36.38143862,8.449102497,63,-1,14.37066826
SE9 2LL,51.446535,0.08289,BR1 1BQ,51.408139,0.015834,7.389787576,22.36333685,2.85092585,61,-1,8.833518058
SE8 4HZ,51.471391,-0.024115,SW2 1QA,51.456114,-0.109283,7.053888141,20.43834185,4.390150067,84,-1,8.073145029
SE2 0EF,51.498497,0.10445,IG5 0RW,51.596486,0.060159,13.77187685,64.70255082,13.30774144,139,-1,25.55750757
SE4 1QR,51.463509,-0.035628,SE24 0EF,51.454033,-0.104576,7.053888141,16.24814577,3.110556139,61,-1,6.41801758
BR1 1BQ,51.408139,0.015834,NW4 2DH,51.586223,-0.221172,19.14626781,78.08277021,16.2213918,136,-1,30.84269423
SE15 5SZ,51.475094,-0.066594,SW2 2AD,51.450971,-0.121039,3.358994353,14.47461773,2.253135396,61,-1,5.717474004
SW12 8LH,51.445845,-0.159572,SE23 3NN,51.44797,-0.049132,6.717988706,25.19474623,5.847841732,77,-1,9.951924762
SE8 4HZ,51.471391,-0.024115,SE13 6TZ,51.446221,-0.004004,5.374390965,10.10346691,1.226259711,33,-1,3.990869428
W1S 2HU,51.512255,-0.141361,W1J 5HQ,51.507122,-0.146599,3.023094918,2.178548918,0,12,-1,0.860526823
SE14 6EB,51.481142,-0.035014,E6 9TA,51.532761,0.055219,7.725687012,30.5189642,8.195070689,89,-1,12.05499086
W5 5JY,51.51279,-0.302995,IG5 0RW,51.596486,0.060159,13.43597741,86.08903415,17.86725191,100,-1,34.00516849
NW10 9UL,51.544184,-0.24567,BR1 1BQ,51.408139,0.015834,20.15396612,76.88428392,15.38273005,129,-1,30.36929215
N1 9JJ,51.651933,-0.077091,IG5 0RW,51.596486,0.060159,9.069284753,35.70227542,7.554959246,74,-1,14.10239879
W2 1EB,51.566901,-0.209532,SE25 4XL,51.399524,-0.07999,15.11547459,63.24629042,8.926232661,57,-1,24.98228471
SE14 6EB,51.481142,-0.035014,E6 9SY,51.532761,0.055219,7.725687012,30.5189642,8.195070689,89,-1,12.05499086
SE4 1YB,51.465709,-0.026866,IG11 0RJ,51.5312,0.120679,11.75648024,44.53691994,11.23227295,136,-1,17.59208338
SE19 2QJ,51.411828,-0.084536,SW17 0JZ,51.43594,-0.184673,4.702592094,25.16887696,5.120570367,103,-1,9.941706399
SE25 4XL,51.399524,-0.07999,W5 5RA,51.508035,-0.304973,16.45907233,62.29619441,11.71210901,95,-1,24.60699679
E6 9SN,51.532761,0.055219,SE25 4TY,51.401113,-0.067804,15.78727346,55.21268046,13.96726017,155,-1,21.80900878
SE12 9QB,51.435783,0.026763,SM5 4PB,51.350379,-0.170508,14.44367572,53.55189832,9.777999949,137,-1,21.15299984
SW1P 4BB,51.492146,-0.131072,SE1 6TJ,51.494747,-0.098768,6.717988706,8.09650981,1.096863213,35,-1,3.198121375
SE12 9QB,51.435783,0.026763,SE22 8HA,51.454919,-0.076731,6.38208927,25.00393355,4.384947849,70,-1,9.876553751
W5 5SA,51.51217,-0.309259,E6 2PX,51.531854,0.064319,11.4205808,74.35236978,13.45238562,92,-1,29.36918606
SE20 8LB,51.411851,-0.059126,E6 2NS,51.535175,0.062667,15.78727346,52.53760523,7.008398846,80,-1,20.75235407
SE25 4DQ,51.403127,-0.072679,SE15 4HA,51.463758,-0.0668,7.389787576,22.05076325,3.485790992,72,-1,8.710051482
W3 7JU,51.508973,-0.250654,W5 5RN,51.50431,-0.304247,3.358994353,12.84036392,1.537266884,59,-1,5.071943749
E6 9SN,51.532761,0.055219,SE25 4XL,51.399524,-0.07999,16.45907233,56.26011229,14.25175442,151,-1,22.22274436
SE15 2UJ,51.475983,-0.062179,NW4 2JT,51.588442,-0.211572,14.10777628,50.21224934,8.405235013,91,-1,19.83383849
SE12 9ET,51.44304,0.020551,SE22 8RP,51.457684,-0.077003,6.046189835,23.03810321,3.783170313,65,-1,9.100050769
E11 1DZ,51.569612,-0.003582,SE15 2UJ,51.475983,-0.062179,10.07698306,38.07402539,7.495960227,78,-1,15.03924003
SM5 4PB,51.350379,-0.170508,SE1 1GE,51.503839,-0.092121,15.11547459,55.32561133,8.936831427,104,-1,21.85361647
W5 5JY,51.51279,-0.302995,SE4 1QR,51.463509,-0.035628,17.46677063,56.92844704,11.14727087,91,-1,22.48673658
SE2 0EF,51.498497,0.10445,SE25 4XL,51.399524,-0.07999,16.79497176,51.65647394,10.73476203,85,-1,20.4043072
IG5 0RW,51.596486,0.060159,IG11 0RJ,51.5312,0.120679,6.717988706,28.77635345,6.160927608,85,-1,11.36665961
W3 7TB,51.558951,-0.19246,E18 2DB,51.584378,0.016379,11.75648024,58.07347355,11.98422732,82,-1,22.93902205
SE3 7DF,51.475516,0.022994,BR1 1BQ,51.408139,0.015834,8.733385317,23.14860326,3.28813471,64,-1,9.143698288
SW1P 4BB,51.492146,-0.131072,SE14 6EB,51.481142,-0.035014,10.07698306,21.57931819,5.894144756,59,-1,8.523830684
E7 8EA,51.546847,0.036411,W5 5RA,51.508035,-0.304973,15.78727346,70.73453019,12.93873304,85,-1,27.94013942
SE19 2QJ,51.411828,-0.084536,NW6 3AA,51.541873,-0.190584,17.1308712,50.95718024,9.878187007,113,-1,20.1280862
SW1H 9HP,51.501001,-0.130911,SE28 8LW,51.508975,0.117888,19.14626781,54.57026453,9.166777273,104,-1,21.55525449
IG5 0RW,51.596486,0.060159,IG11 0RD,51.529397,0.108902,9.069284753,30.62863363,5.574300282,81,-1,12.09831028
SW17 9AG,51.423335,-0.165208,SE12 0JQ,51.441768,0.01871,11.75648024,41.15965495,10.67303699,106,-1,16.2580637
SE25 4TY,51.401113,-0.067804,SE19 3DX,51.414883,-0.094835,3.694893788,7.692408386,0.887444404,31,-1,3.038501312
SE12 0JQ,51.441768,0.01871,W5 5JY,51.51279,-0.302995,0,0,14.3305378,112,-1,0
W5 5SA,51.51217,-0.309259,E6 2NS,51.535175,0.062667,11.75648024,74.03866453,13.22069462,89,-1,29.24527249
SE26 6HP,51.426178,-0.061956,SE15 4HA,51.463758,-0.0668,5.038491529,11.51381399,2.153591031,50,-1,4.547956525
SE24 0EF,51.454033,-0.104576,SW12 8LH,51.445845,-0.159572,5.7102904,14.87075251,1.93434267,58,-1,5.873947243
SE1 1GE,51.503839,-0.092121,W1J 5HQ,51.507122,-0.146599,7.053888141,13.55815441,1.508010178,34,-1,5.355470994
E6 9SN,51.532761,0.055219,W1J 5HQ,51.507122,-0.146599,10.07698306,39.82307723,8.194555369,80,-1,15.73011551
SE16 6AU,51.500401,-0.043407,SE14 6EB,51.481142,-0.035014,3.694893788,8.515704566,1.003293189,33,-1,3.363703304
SE4 1YB,51.465709,-0.026866,IG5 0RW,51.596486,0.060159,12.76417854,57.02627023,12.99417765,110,-1,22.52537674
SE5 8PF,51.471194,-0.084326,SE14 5TJ,51.469307,-0.046235,2.687195482,8.731722126,0.592140794,41,-1,3.44903024
E1 6NP,51.521656,-0.075247,W1J 8PD,51.507805,-0.144827,11.08468136,18.78257412,1.956652686,50,-1,7.419116777
SE1 6TJ,51.494747,-0.098768,SE5 8PF,51.471194,-0.084326,4.030793223,10.4648648,1.044473849,32,-1,4.133621596
N1 9JJ,51.651933,-0.077091,EN2 0DY,51.666493,-0.080465,2.015396612,5.267108409,10.12236412,103,-1,2.080507822
SE8 4HZ,51.471391,-0.024115,W1J 8PD,51.507805,-0.144827,12.76417854,28.24356869,4.189503453,41,-1,11.15620963
SE15 2UJ,51.475983,-0.062179,SE13 6TZ,51.446221,-0.004004,7.725687012,18.35006667,2.372682601,66,-1,7.248276334
SE23 3NN,51.44797,-0.049132,SE19 2QJ,51.411828,-0.084536,3.358994353,13.92357853,1.788661032,53,-1,5.499813519
SE24 0EF,51.454033,-0.104576,SE22 8HA,51.454919,-0.076731,3.358994353,6.642508008,0.805364851,34,-1,2.623790663
W6 9RW,51.488684,-0.22657,E18 2JF,51.593824,0.01827,15.78727346,64.24560803,12.15514956,89,-1,25.37701517
W1J 8PD,51.507805,-0.144827,SW12 8LH,51.445845,-0.159572,7.389787576,22.63986927,4.237601615,38,-1,8.942748361
SE1 1GE,51.503839,-0.092121,EN2 0DY,51.666493,-0.080465,14.10777628,51.32325885,12.81473677,117,-1,20.27268725
SE4 1QR,51.463509,-0.035628,W1H 7JB,51.514839,-0.158666,13.43597741,31.12942425,5.310628423,46,-1,12.29612258
NW4 2DH,51.586223,-0.221172,SE16 5QU,51.504227,-0.048517,8.733385317,48.44427858,8.671632182,74,-1,19.13549004
SE14 5TJ,51.469307,-0.046235,SE6 3TJ,51.434954,-0.023113,6.717988706,17.85329392,1.421023026,39,-1,7.052051098
N13 4HP,51.616427,-0.121825,SE3 7DF,51.475516,0.022994,12.76417854,56.6709187,17.85764782,121,-1,22.38501289
SE20 8LB,51.411851,-0.059126,E6 2NF,51.536121,0.060503,15.45137402,52.39709856,6.733651201,76,-1,20.69685393
W5 5SA,51.51217,-0.309259,E6 2NF,51.536121,0.060503,11.4205808,73.89815786,12.70195753,88,-1,29.18977235
SE12 0JQ,51.441768,0.01871,EN2 0DY,51.666493,-0.080465,19.14626781,77.71792687,18.77723891,178,-1,30.69858111
SE21 8BX,51.431052,-0.089875,SE15 2UJ,51.475983,-0.062179,6.717988706,16.63210137,2.916443285,72,-1,6.56968004
SE15 2UJ,51.475983,-0.062179,SE19 3DX,51.414883,-0.094835,7.725687012,25.8984609,4.700859876,109,-1,10.22989206
E6 6AQ,51.525592,0.063488,SW2 2AD,51.450971,-0.121039,7.725687012,47.96282794,9.363086069,103,-1,18.94531704
E3 5AA,51.527185,-0.034503,SE20 8LB,51.411851,-0.059126,16.79497176,47.92795589,8.753162476,99,-1,18.93154258
W1J 8PD,51.507805,-0.144827,N13 4HP,51.616427,-0.121825,9.741083623,44.47624998,7.253163332,69,-1,17.56811874
SE19 2QJ,51.411828,-0.084536,N1 9JP,51.651933,-0.077091,21.16166442,78.34474507,8.023176363,99,-1,30.9461743
E6 2NS,51.535175,0.062667,W1H 7JB,51.514839,-0.158666,11.75648024,45.37616934,7.737829057,62,-1,17.92358689
SE24 0EF,51.454033,-0.104576,E18 2JF,51.593824,0.01827,17.80267007,57.21622472,9.954368454,81,-1,22.60040877
SE12 8PB,51.454711,0.005953,SE25 5PD,51.38934,-0.090176,7.389787576,30.98049324,5.984077249,78,-1,12.23729483
SE25 4DQ,51.403127,-0.072679,SE15 4DA,51.462937,-0.077042,6.38208927,22.13072356,2.748611629,69,-1,8.741635806
SE19 2QJ,51.411828,-0.084536,N1 9JJ,51.651933,-0.077091,21.16166442,78.34474507,8.023176363,96,-1,30.9461743
IG5 0RW,51.596486,0.060159,SE14 5TJ,51.469307,-0.046235,13.77187685,59.06182451,12.17178455,116,-1,23.32942068
SE15 6TE,51.480644,-0.067814,SE14 6EB,51.481142,-0.035014,4.702592094,8.777179303,0.958040553,38,-1,3.466985825
SW11 4LG,51.475275,-0.150842,W3 7TB,51.558951,-0.19246,9.741083623,28.9665346,6.514549846,74,-1,11.44178117
SW2 1LR,51.45674,-0.113504,SW2 2AD,51.450971,-0.121039,1.679497176,3.01187101,0.223867565,16,-1,1.189689049
SW12 8LH,51.445845,-0.159572,SW9 6LW,51.472675,-0.1124,4.366692659,13.71717967,1.361648007,50,-1,5.418285968
SE8 4HZ,51.471391,-0.024115,SW2 1LR,51.45674,-0.113504,6.38208927,20.80309238,4.448246321,81,-1,8.217221489
SE15 4DA,51.462937,-0.077042,SE13 6TZ,51.446221,-0.004004,7.053888141,19.98772424,3.464429772,77,-1,7.895151075
W1H 7JB,51.514839,-0.158666,E7 8EA,51.546847,0.036411,13.77187685,43.11417386,6.873835034,61,-1,17.03009867
SE12 9ET,51.44304,0.020551,SE16 5QU,51.504227,-0.048517,8.733385317,25.96896265,3.354717433,59,-1,10.25774025
SE19 3DX,51.414883,-0.094835,SW1H 9HP,51.501001,-0.130911,11.75648024,31.45615828,6.233284131,119,-1,12.42518252
SE25 5PD,51.38934,-0.090176,IG11 0RJ,51.5312,0.120679,18.13856951,70.62957732,18.63657024,186,-1,27.89868304
SW1P 4BB,51.492146,-0.131072,NW6 2QT,51.546726,-0.199738,6.717988706,23.13522338,5.109466845,44,-1,9.138413236
SE15 2UJ,51.475983,-0.062179,SE25 4DQ,51.403127,-0.072679,11.4205808,26.36913985,5.338131642,71,-1,10.41581024
E1 6NP,51.521656,-0.075247,SE18 7BZ,51.490921,0.071372,9.741083623,33.98343221,7.394559886,79,-1,13.42345572
SE25 4XL,51.399524,-0.07999,W5 5JY,51.51279,-0.302995,0,0,14.12025071,130,-1,0
W6 9RW,51.488684,-0.22657,E18 2DB,51.584378,0.016379,16.12317289,62.06664639,11.54209413,88,-1,24.51632532
SE22 8AD,51.464181,-0.082748,SW17 0JZ,51.43594,-0.184673,6.38208927,25.71523899,6.335923798,78,-1,10.1575194
SE25 5PD,51.38934,-0.090176,IG11 0RD,51.529397,0.108902,18.47446894,68.64148281,18.83219055,180,-1,27.11338571
E3 5AA,51.527185,-0.034503,SW17 0JZ,51.43594,-0.184673,9.741083623,40.06211493,8.040528823,70,-1,15.8245354
NW4 3RD,51.578629,-0.219693,SW1V 1NP,51.492683,-0.144462,9.405184188,31.83108664,5.913714091,49,-1,12.57327922
SE14 5TJ,51.469307,-0.046235,SE15 5SZ,51.475094,-0.066594,3.023094918,5.570659719,0.40667472,29,-1,2.200410589
NW6 3AA,51.541873,-0.190584,SW11 4LG,51.475275,-0.150842,8.397485882,24.25885112,5.234665244,56,-1,9.582246191
SE23 3NA,51.445051,-0.052005,W1J 5HQ,51.507122,-0.146599,16.12317289,35.44110959,5.339315956,49,-1,13.99923829
SE23 3NN,51.44797,-0.049132,SE25 5PD,51.38934,-0.090176,5.7102904,21.69186946,3.4356273,49,-1,8.568288435
SE19 2QJ,51.411828,-0.084536,SE6 1ES,51.439774,-0.0104,7.053888141,21.90546868,3.077385033,85,-1,8.652660129
SE11 6PT,51.492973,-0.115869,SW17 0JZ,51.43594,-0.184673,4.702592094,23.29763102,4.307631426,61,-1,9.202564252
W3 7JU,51.508973,-0.250654,E7 0AF,51.55368,0.019868,18.47446894,56.6073767,11.65639938,91,-1,22.3599138
E6 2NS,51.535175,0.062667,SE12 9ET,51.44304,0.020551,9.741083623,39.56641078,10.12912359,94,-1,15.62873226
SW1H 9EU,51.499117,-0.136824,SE16 5QU,51.504227,-0.048517,8.061586447,18.08477269,1.994840278,60,-1,7.143485211
E6 2NF,51.536121,0.060503,W5 5TL,51.511651,-0.312549,14.10777628,75.8748083,13.28102565,88,-1,29.97054928
SE6 1ES,51.439774,-0.0104,SW2 1LR,51.45674,-0.113504,7.725687012,23.87848344,5.424762484,91,-1,9.432000957
SE17 3RD,51.487667,-0.104147,SW11 4LG,51.475275,-0.150842,5.038491529,10.90508919,1.992468224,42,-1,4.307510229
SE26 6HP,51.426178,-0.061956,E18 2DB,51.584378,0.016379,17.1308712,62.64389344,11.84552315,115,-1,24.74433791
SE12 0JQ,51.441768,0.01871,IG5 0RW,51.596486,0.060159,11.08468136,62.46197235,10.37001225,128,-1,24.67247908
SE9 5TG,51.44948,0.050483,SW17 0JZ,51.43594,-0.184673,11.08468136,48.39672148,11.39515524,105,-1,19.11670498
E11 1DZ,51.569612,-0.003582,SE26 6HP,51.426178,-0.061956,18.13856951,57.12315418,11.26577287,109,-1,22.5636459
SW17 9AG,51.423335,-0.165208,SE11 6PT,51.492973,-0.115869,6.717988706,27.01986445,3.819745618,50,-1,10.67284646
SE12 9TZ,51.432583,0.027743,W1J 5HQ,51.507122,-0.146599,14.10777628,44.7353667,6.199307869,57,-1,17.67046985
SW17 9AG,51.423335,-0.165208,N1 9JJ,51.651933,-0.077091,20.48986555,76.9350428,6.915081481,47,-1,30.38934191
SM6 8SW,51.361415,-0.146037,E18 2DB,51.584378,0.016379,22.16936273,84.45150105,16.20979583,119,-1,33.35834292
NW4 3RD,51.578629,-0.219693,W1U 4ED,51.518776,-0.153376,5.374390965,22.74259298,4.239198977,55,-1,8.983324226
SW2 1LR,51.45674,-0.113504,SE14 6EB,51.481142,-0.035014,7.389787576,20.22135676,4.212553492,78,-1,7.987435919
NW4 2DH,51.586223,-0.221172,W3 7JU,51.508973,-0.250654,7.053888141,30.79725281,9.600624202,83,-1,12.16491486
SE22 8RP,51.457684,-0.077003,EN2 0DY,51.666493,-0.080465,20.48986555,67.83354457,15.24287467,152,-1,26.79425011
E7 8EA,51.546847,0.036411,W5 5SA,51.51217,-0.309259,15.45137402,70.16694095,13.25596253,85,-1,27.71594167
SE12 9TZ,51.432583,0.027743,SW1V 1NP,51.492683,-0.144462,12.76417854,42.68770526,10.2913234,101,-1,16.86164358
SE15 6TE,51.480644,-0.067814,SW1P 4PX,51.489465,-0.130389,5.7102904,15.10530374,2.901757809,59,-1,5.966594978
SE12 9QB,51.435783,0.026763,SE1 2SS,51.506106,-0.087199,11.75648024,33.81831325,5.028045518,52,-1,13.35823374
E7 0AF,51.55368,0.019868,W3 7TB,51.558951,-0.19246,14.44367572,67.36694465,11.33428347,95,-1,26.60994314
E3 5AA,51.527185,-0.034503,SE4 1QR,51.463509,-0.035628,9.405184188,29.59307788,6.001785073,71,-1,11.68926576
CR4 3QX,51.407037,-0.178255,SE4 1QR,51.463509,-0.035628,13.43597741,39.82300497,8.317359325,91,-1,15.73008696
SW17 9AG,51.423335,-0.165208,N1 9JP,51.651933,-0.077091,20.48986555,76.9350428,6.915081481,50,-1,30.38934191
BR1 1BQ,51.408139,0.015834,SW1P 4PX,51.489465,-0.130389,11.75648024,44.6942145,12.00746387,108,-1,17.65421473
SE5 8PF,51.471194,-0.084326,SW1P 4BB,51.492146,-0.131072,7.389787576,12.86933161,2.831580159,59,-1,5.083385986
E7 8EA,51.546847,0.036411,W5 5RN,51.50431,-0.304247,15.78727346,71.56540665,13.10156225,92,-1,28.26833563
IG11 0RJ,51.5312,0.120679,SE16 5QU,51.504227,-0.048517,4.366692659,33.56270513,9.075427204,102,-1,13.25726853
E6 9SP,51.532761,0.055219,SE19 3DX,51.414883,-0.094835,19.14626781,58.22062027,8.517037059,91,-1,22.99714501
W5 5RN,51.50431,-0.304247,SE11 6PT,51.492973,-0.115869,17.80267007,40.64710836,7.342947138,66,-1,16.0556078
SE25 4TY,51.401113,-0.067804,SE13 6TZ,51.446221,-0.004004,6.046189835,21.20868746,2.866407728,77,-1,8.377431546
SE15 2UJ,51.475983,-0.062179,NW10 9UL,51.544184,-0.24567,14.44367572,45.20660755,8.326587712,90,-1,17.85660998
SE25 4XL,51.399524,-0.07999,NW10 9UL,51.544184,-0.24567,16.12317289,59.30178249,12.37858852,137,-1,23.42420408
E6 9SP,51.532761,0.055219,SE13 6TZ,51.446221,-0.004004,9.405184188,40.15932772,9.944209378,83,-1,15.86293445
E7 8EA,51.546847,0.036411,W5 5TL,51.511651,-0.312549,15.78727346,70.8648319,12.29015554,87,-1,27.9916086
SE12 9QB,51.435783,0.026763,W1U 4ED,51.518776,-0.153376,17.80267007,47.02330403,9.639272988,95,-1,18.57420509
SE15 4HA,51.463758,-0.0668,SE8 4HZ,51.471391,-0.024115,5.374390965,11.11353607,1.287631687,45,-1,4.389846746
